Row wise results

256,1,3.60096
256,2,2.22889
256,4,1.35506
256,16,0.534491
256,32,0.366059
256,64,145.375
512,1,11.8407
512,2,6.48054
512,4,3.8673
512,16,1.57683
512,32,1.01023
512,64,0.912569
1024,1,62.4339
1024,2,32.0298
1024,4,18.8706
1024,16,6.99392
1024,32,4.35307
1024,64,2.71798
2048,1,239.252
2048,2,121.123
2048,4,62.8751
2048,16,20.1589
2048,32,11.6466
2048,64,11.5991
4096,1,801.418
4096,2,401.763
4096,4,219.462
4096,16,109.845
4096,32,84.6429
4096,64,115.078
